sAddress,rAddress,sIPs,rIPs,protocol,duration,sBytesSum,rBytesSum,sBytesMin,rBytesMin,sBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,sWinTCP,rWinTCP,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,Label
17,4,8,1,2,0.499554,650,976,65.0,52.0,65.0,10409.286,15629.943,130,144,13.0,12.0,13.0,0.0,13.0,9.0,0.0004609955681694,0.0333035310109456,64.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.00049,0.07728,0
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.459129,2478,1866,52.0,52.0,59.0,43177.394,32513.728,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111768769054878,0.0158139672772637,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020302,0.028942,0
16,4,7,1,2,0.008618,1040,1856,65.0,52.0,65.0,965429.693,1722920.683,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005125999450683,0.0002779652995447,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000559,0.000422,0
17,4,8,1,2,0.499873,650,1160,65.0,52.0,65.0,10402.643,18564.717,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004414452446831,0.0263014718105918,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000462,0.049924,0
16,3,7,0,2,0.458973,2478,1866,52.0,52.0,59.0,43192.085,32524.791,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111783655678353,0.0158067900558997,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020302,0.02892,0
16,4,7,1,2,0.499949,1040,1776,65.0,52.0,65.0,16641.697,28418.897,208,216,13.0,12.0,13.0,0.0,13.0,7.2,0.0005345344543457,0.0172395870603364,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.0006,0.038377,0
17,4,8,1,2,0.499958,780,1264,65.0,52.0,65.0,12481.046,20225.696,156,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0454200831326571,0.0237969103313627,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000522,0.045346,0
15,6,6,3,1,0.00224,144,0,36.0,52.0,36.0,514233.535,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0007464090983072,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.458834,2478,1866,52.0,52.0,59.0,43205.17,32534.644,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111734401888963,0.0158026218414306,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020262,0.028918,0
16,4,7,1,2,0.499286,1040,1856,65.0,52.0,65.0,16663.796,29738.468,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005061467488606,0.0160975148600916,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.00055,0.031098,0
17,4,8,1,2,0.499511,520,744,65.0,52.0,65.0,8328.144,11915.652,104,120,13.0,12.0,13.0,0.0,13.0,10.0,0.0004488740648542,0.045410004529086,64.0,0.0,0.0,1.0,0.833,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.001,0.000485,0.108297,0
16,4,7,1,2,0.499953,1170,1648,65.0,52.0,65.0,18721.757,26370.475,234,192,13.0,12.0,13.0,0.0,13.0,6.857,0.0294089457568,0.0184809984984221,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000584,0.038366,0
17,4,8,1,2,0.499932,780,1264,65.0,52.0,65.0,12481.695,20226.747,156,120,13.0,12.0,13.0,0.0,13.0,5.455,0.045413927598433,0.0237960474831717,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000534,0.04533,0
16,3,7,0,2,0.459094,2478,1866,52.0,52.0,59.0,43180.691,32516.21,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111801682448968,0.0158117639607396,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.020333,0.028876,0
16,4,7,1,2,0.499717,1040,1960,65.0,52.0,65.0,16649.422,31377.757,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0332336107889811,0.0151429104082512,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000527,0.033151,0
17,4,8,1,2,0.499983,780,1288,65.0,52.0,65.0,12480.427,20608.706,156,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0454100912267511,0.0237892355237688,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000457,0.049858,0
16,3,7,0,2,0.458535,2478,1866,52.0,52.0,59.0,43233.341,32555.857,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111705617206852,0.0157942443058408,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.022386,0.02891,0
16,4,7,1,2,0.499813,1040,1856,65.0,52.0,65.0,16646.221,29707.103,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332640012105306,0.0161229718116021,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000536,0.033168,0
17,4,8,1,2,0.49984,650,1080,65.0,52.0,65.0,10403.328,17285.529,130,144,13.0,12.0,13.0,0.0,13.0,8.0,0.0554402139451768,0.0294022980858297,64.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000504,0.067733,0
16,3,7,0,2,0.459493,2478,1866,52.0,52.0,59.0,43143.206,32487.984,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111871928703494,0.0158235204630884,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020324,0.028872,0
16,4,7,1,2,0.499946,1040,1464,65.0,52.0,65.0,16641.792,23426.522,208,216,13.0,12.0,13.0,0.0,13.0,9.0,0.0332469304402669,0.0217367462489915,64.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000488,0.04892,0
17,4,8,1,2,0.499782,650,1032,65.0,52.0,65.0,10404.539,16519.206,130,96,13.0,12.0,13.0,0.0,13.0,5.333,0.0554974344041612,0.0293730006498449,64.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000537,0.055439,0
16,3,7,0,2,0.458956,2270,1866,52.0,52.0,59.737,39568.059,32525.99,294,306,13.0,13.0,0.0,0.0,7.737,10.2,0.0123702448767584,0.0158260361901645,64.0,0.0,0.0,0.632,0.8,0.0,0.0,0.0,503.105,506.2,0.199,0.0,0.0,0.0225,0.028936,0
16,4,7,1,2,0.006912,910,1496,65.0,52.0,65.0,1053234.744,1731471.624,182,144,13.0,12.0,13.0,0.0,13.0,5.538,0.0005060709439791,0.0002675247192382,64.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000577,0.000399,0
17,4,8,1,2,0.002937,390,696,65.0,52.0,65.0,1062349.575,1895885.395,78,72,13.0,12.0,13.0,0.0,13.0,6.0,0.0004065990447998,0.000266898762096,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000542,0.00035,0
29,11,20,7,0,1.8e-05,180,0,60.0,52.0,60.0,79268363.157,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,8.58306884765625e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.499602,1756,1372,52.0,52.0,58.533,28118.389,21969.493,196,228,13.0,13.0,0.0,0.0,6.533,10.364,0.0123506496692525,0.0190769490741548,64.0,0.0,0.0,0.533,0.818,0.0,0.0,0.0,502.933,505.818,0.2,0.001,0.0,0.015714,0.040364,0
16,4,7,1,2,0.476297,2080,3400,65.0,52.0,65.0,34936.189,57107.231,416,384,13.0,12.0,13.0,0.0,13.0,6.621,0.0153324834762081,0.0083470009920889,64.0,0.0,0.0,1.0,0.552,0.0,0.0,0.0,509.0,502.0,0.456,0.0,0.0,0.000563,0.016855,0
16,3,7,0,2,0.458481,2478,1738,52.0,52.0,59.0,43238.444,30326.237,294,282,13.0,13.0,0.0,0.0,7.0,10.071,0.0111824361289419,0.0169422184979474,64.0,0.0,0.0,0.571,0.786,0.0,0.0,0.0,503.0,506.5,0.199,0.0,0.0,0.021316,0.028855,0
17,4,8,1,2,0.46965,1300,2008,65.0,52.0,65.0,22144.146,34204.189,260,240,13.0,12.0,13.0,0.0,13.0,7.059,0.0246849436508981,0.0142317901958118,64.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,509.0,502.0,0.459,0.0,0.0,0.000507,0.031806,0
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.459362,2374,1866,52.0,52.0,59.35,41344.314,32497.258,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0117629980429624,0.0158184479022848,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.023489,0.028965,0
16,4,7,1,2,0.459328,1040,1960,65.0,52.0,65.0,18113.419,34136.827,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0005176544189453,0.0139189994696414,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000555,0.000436,0
17,4,8,1,2,0.499759,650,1288,65.0,52.0,65.0,10405.015,20617.938,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004289944966634,0.0237980002448672,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000489,0.04991,0
16,4,7,1,2,0.499983,1040,1984,65.0,52.0,65.0,16640.57,31745.087,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005069255828857,0.0151509660663026,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000488,0.031157,0
17,4,8,1,2,0.499789,650,848,65.0,52.0,65.0,10404.39,13573.727,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0004571278889973,0.0384271511664757,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000467,0.077446,0
16,3,7,0,2,0.459429,2478,1866,52.0,52.0,59.0,43149.207,32492.502,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111828548152272,0.0158223448128535,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020284,0.029,0
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,4,7,1,2,0.499839,1170,1648,65.0,52.0,65.0,18726.026,26376.487,234,192,13.0,12.0,13.0,0.0,13.0,6.857,0.0294022419873405,0.0184777754324453,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.00054,0.038419,0
17,4,8,1,2,0.499397,650,1160,65.0,52.0,65.0,10412.561,18582.416,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004396438598632,0.0262673152120489,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000437,0.049916,0
25,7,16,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.458901,2374,1866,52.0,52.0,59.35,41385.835,32529.894,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0117521286010742,0.0158026876120731,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.023398,0.028986,0
16,4,7,1,2,0.499932,1040,1856,65.0,52.0,65.0,16642.268,29700.048,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332634607950846,0.0160986761892995,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.001,0.0,0.000599,0.03548,0
17,4,8,1,2,0.499988,650,1160,65.0,52.0,65.0,10400.252,18560.45,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004884401957194,0.0262977825967889,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000513,0.049946,0
16,3,7,0,2,0.458028,2374,1866,52.0,52.0,59.35,41464.703,32591.885,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0117098673796042,0.015794038772583,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.0,0.0,0.021299,0.028872,0
16,4,7,1,2,0.499836,1040,1752,65.0,52.0,65.0,16645.459,28041.197,208,192,13.0,12.0,13.0,0.0,13.0,6.4,0.0332300662994384,0.0172356901497676,64.0,0.0,0.0,1.0,0.533,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.00055,0.041586,0
17,4,8,1,2,0.499936,780,1160,65.0,52.0,65.0,12481.594,18562.37,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454486500133167,0.026270264073422,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000434,0.054229,0
25,7,16,4,1,0.419301,80,0,40.0,52.0,40.0,1526.35,0.0,16,0,8.0,12.0,8.0,0.0,8.0,6.75,0.4193000793457031,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.499844,1756,1372,52.0,52.0,58.533,28104.762,21958.846,196,228,13.0,13.0,0.0,0.0,6.533,10.364,0.0123463827988197,0.0190521876017252,64.0,0.0,0.0,0.533,0.818,0.0,0.0,0.0,502.933,505.818,0.2,0.001,0.0,0.015733,0.040333,0
16,4,7,1,2,0.499626,1040,1856,65.0,52.0,65.0,16652.457,29718.231,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332398573557535,0.0161169344379055,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000602,0.03312,0
17,4,8,1,2,0.499873,650,1264,65.0,52.0,65.0,10402.643,20229.139,130,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0554421212938096,0.0238034271058582,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000479,0.05539,0
16,3,7,0,2,0.457111,2478,1738,52.0,52.0,59.0,43368.029,30417.124,294,282,13.0,13.0,0.0,0.0,7.0,10.071,0.0111490226373439,0.0168854042335792,64.0,0.0,0.0,0.571,0.786,0.0,0.0,0.0,503.0,506.5,0.199,0.0,0.0,0.021243,0.028871,0
16,4,7,1,2,0.499856,1040,1984,65.0,52.0,65.0,16644.8,31753.157,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0332314014434814,0.0151471152450099,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000606,0.031073,0
17,4,8,1,2,0.499923,650,1160,65.0,52.0,65.0,10401.601,18562.857,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554734600914849,0.0263116861644544,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000506,0.05541,0
16,3,7,0,2,0.459037,2478,1866,52.0,52.0,59.0,43186.051,32520.246,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0111759523066078,0.0158135890960693,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.022405,0.028867,0
16,4,7,1,2,0.499491,1040,1648,65.0,52.0,65.0,16656.956,26394.869,208,192,13.0,12.0,13.0,0.0,13.0,6.857,0.0332481384277343,0.0184871090783013,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000609,0.038383,0
17,4,8,1,2,0.4999,650,976,65.0,52.0,65.0,10402.082,15619.127,130,144,13.0,12.0,13.0,0.0,13.0,9.0,0.0554313394758436,0.0333265940348307,64.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000473,0.077302,0
16,3,7,0,2,0.457498,2374,1866,52.0,52.0,59.35,41512.761,32629.659,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0116992546961857,0.015775754533965,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.201,0.0,0.0,0.021282,0.028965,0
16,4,7,1,2,0.006886,910,1496,65.0,52.0,65.0,1057209.601,1738006.114,182,144,13.0,12.0,13.0,0.0,13.0,5.538,0.0005058508652907,0.0002658748626708,64.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000552,0.000416,0
17,4,8,1,2,0.003336,520,800,65.0,52.0,65.0,1247002.74,1918465.754,104,72,13.0,12.0,13.0,0.0,13.0,5.143,0.0004435607365199,0.0002332283900334,64.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000394,0.000459,0
8,11,20,7,0,0.006785,360,0,60.0,52.0,60.0,424468.095,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0013567924499511,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.499514,1886,1372,52.0,52.0,58.938,30205.365,21973.362,222,228,13.0,13.0,0.0,0.0,6.938,10.364,0.0161133197046095,0.0190224306924002,64.0,0.0,0.0,0.562,0.818,0.0,0.0,0.0,503.312,505.818,0.2,0.001,0.0,0.014769,0.040228,0
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.457795,2348,1738,52.0,52.0,58.7,41031.47,30371.676,268,282,13.0,13.0,0.0,0.0,6.7,10.071,0.0103495610065949,0.016934041623716,64.0,0.0,0.0,0.55,0.786,0.0,0.0,0.0,502.7,506.5,0.199,0.001,0.0,0.021305,0.017126,0
16,4,7,1,2,0.475968,2080,3608,65.0,52.0,65.0,34960.339,60642.741,416,384,13.0,12.0,13.0,0.0,13.0,6.194,0.0153314452017507,0.0078027365637607,64.0,0.0,0.0,1.0,0.516,0.0,0.0,0.0,509.0,502.0,0.454,0.0,0.0,0.000659,0.017109,0
17,4,8,1,2,0.467085,1300,2320,65.0,52.0,65.0,22265.758,39735.814,260,240,13.0,12.0,13.0,0.0,13.0,6.0,0.0245352669766074,0.0119765110504932,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.456,0.0,0.0,0.000473,0.024496,0
16,4,7,1,2,0.008425,1040,1856,65.0,52.0,65.0,987531.975,1762364.755,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005123297373453,0.0002717433437224,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000543,0.00041,1
17,4,8,1,2,0.048602,650,848,65.0,52.0,65.0,106991.15,139582.301,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0004517767164442,0.0037385500394381,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.044,0.0,0.0,0.000562,0.007669,1
16,3,7,0,2,0.460076,2478,1866,52.0,52.0,59.0,43088.542,32446.82,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112033181074188,0.015845200111126,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.0203,0.029005,1
29,11,20,7,0,6e-06,180,0,60.0,52.0,60.0,239728700.582,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.5033950805664062e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,4,7,1,2,0.499898,1040,1776,65.0,52.0,65.0,16643.395,28421.798,208,216,13.0,12.0,13.0,0.0,13.0,7.2,0.0005063374837239,0.0172378276956492,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000536,0.038434,1
17,4,8,1,2,0.499879,650,1288,65.0,52.0,65.0,10402.519,20612.991,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004380014207628,0.0238037109375,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000525,0.049855,1
4,2,20,7,4,1e-06,116,0,116.0,52.0,116.0,928000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.458105,2374,1866,52.0,52.0,59.35,41457.754,32586.423,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0117240502284123,0.015796686040944,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.021305,0.028925,1
16,4,7,1,2,0.49948,1040,1856,65.0,52.0,65.0,16657.322,29726.913,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005101362864176,0.0161006450653076,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000514,0.031126,1
17,4,8,1,2,0.00444,650,1032,65.0,52.0,65.0,1171140.699,1859411.079,130,96,13.0,12.0,13.0,0.0,13.0,5.333,0.0004608896043565,0.000241293626673,64.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000529,0.000382,1
16,3,7,0,2,0.499567,1756,1372,52.0,52.0,58.533,28120.361,21971.034,196,228,13.0,13.0,0.0,0.0,6.533,10.364,0.0123509620798045,0.0190600440615699,64.0,0.0,0.0,0.533,0.818,0.0,0.0,0.0,502.933,505.818,0.199,0.0,0.0,0.015751,0.040322,1
29,11,20,7,0,6e-06,180,0,60.0,52.0,60.0,249637177.412,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.384185791015625e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.49995,1170,1960,65.0,52.0,65.0,18721.873,31363.138,234,192,13.0,12.0,13.0,0.0,13.0,5.647,0.029382355072919,0.015137210036769,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000531,0.029314,1
17,4,8,1,2,0.499874,780,1392,65.0,52.0,65.0,12483.148,22277.617,156,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0453649000688032,0.0217336053433625,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.494,0.0,0.0,0.000482,0.04919,1
16,3,7,0,2,0.49986,2478,1738,52.0,52.0,59.0,39659.097,27815.783,294,282,13.0,13.0,0.0,0.0,7.0,10.071,0.012191685234628,0.0169095904738814,64.0,0.0,0.0,0.571,0.786,0.0,0.0,0.0,503.0,506.5,0.2,0.0,0.0,0.023557,0.02889,1
16,4,7,1,2,0.499897,1040,1648,65.0,52.0,65.0,16643.427,26373.43,208,192,13.0,12.0,13.0,0.0,13.0,6.857,0.0332688013712565,0.0185146684999819,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.00054,0.041358,1
17,4,8,1,2,0.499784,520,1056,65.0,52.0,65.0,8323.595,16903.301,104,120,13.0,12.0,13.0,0.0,13.0,6.667,0.000446149281093,0.0293990022995892,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.00053,0.062321,1
6,2,20,7,4,1e-06,107,0,107.0,52.0,107.0,856000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,3,7,0,2,0.458598,2374,1866,52.0,52.0,59.35,41413.16,32551.372,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.011728898072854,0.0158136959733634,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.021308,0.028956,1
15,6,6,3,1,0.002335,144,0,36.0,52.0,36.0,493336.977,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.000778039296468,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0
16,4,7,1,2,0.499927,1040,1984,65.0,52.0,65.0,16642.435,31748.645,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0332265218098958,0.0151492682370272,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000595,0.031101,1
17,4,8,1,2,0.49992,780,1392,65.0,52.0,65.0,12481.993,22275.556,156,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0453965447165749,0.0217252192289932,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.0005,0.04159,1
16,3,7,0,2,0.499423,1756,1372,52.0,52.0,58.533,28128.456,21977.359,196,228,13.0,13.0,0.0,0.0,6.533,10.364,0.0123580735305259,0.0190490995134626,64.0,0.0,0.0,0.533,0.818,0.0,0.0,0.0,502.933,505.818,0.199,0.0,0.0,0.015716,0.040325,1
